path,group,zband,rthird,coverage_near4,n_pred_window,cube_lo_z,cube_lo_y,cube_lo_x,n_pos,n_pos_lab,n_pos_unlab,pos_mean,pos_std,lab_mean,lab_std,unlab_mean,unlab_std,neg_mean,neg_std,frac_zero_all,tex_rad,tex_z,rad_axis
z0/tile_y448_x2240.npz,void,0,2,0.050873,829619,64,672,2464,10533,10500,,111.36817620810785,29.12652288207981,,,,,14.365929947418833,38.8898355149672,0.84136962890625,0.9190164245703978,0.889015475173265,y
z0/tile_y896_x1344.npz,void,0,1,0.050934,829576,64,1088,1568,10420,10033,,97.08714011516315,46.6603717867309,,,,,20.78614275953028,49.033084700425746,0.807159423828125,0.9116122840690979,0.9247600767754318,y
z10080/tile_y896_x2688.npz,void,8,2,0.0,1074913,10176,1088,2880,219808,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z10304/tile_y1792_x0.npz,void,9,2,0.0,1712946,10400,1984,192,257234,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z10528/tile_y2240_x448.npz,void,9,2,0.0,679243,10624,2464,672,36768,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z10752/tile_y448_x2240.npz,void,9,2,0.004117,409807,10816,672,2464,20160,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z10976/tile_y1344_x2240.npz,void,9,1,0.070239,418244,11072,1568,2464,0,0,,,,,,,,0.0,0.0,1.0,,,x
z10976/tile_y448_x896.npz,void,9,2,0.0,465917,11072,672,1088,83869,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z1120/tile_y1792_x0.npz,void,0,2,0.0,974068,1216,1984,192,252416,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z11368/tile_y1344_x2688.npz,void,9,2,0.0,131072,11456,1568,2880,0,0,,,,,,,,0.0,0.0,1.0,,,x
z11368/tile_y2240_x1792.npz,void,9,0,0.0,131176,11456,2464,1984,0,0,,,,,,,,0.0,0.0,1.0,,,y
z11368/tile_y2240_x2240.npz,void,9,1,0.0,853418,11456,2464,2464,131072,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z11368/tile_y2688_x0.npz,void,9,2,0.0,131077,11456,2880,192,0,0,,,,,,,,0.0,0.0,1.0,,,x
z1344/tile_y1792_x0.npz,void,1,2,0.021525,445767,1440,1984,192,123840,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z1792/tile_y2240_x1344.npz,void,1,1,0.0,1196032,1856,2464,1568,131072,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z1792/tile_y896_x448.npz,void,1,2,0.0,917504,1856,1088,672,0,0,,,,,,,,0.0,0.0,1.0,,,x
z2464/tile_y896_x1344.npz,void,2,1,0.0,1048576,2560,1088,1568,0,0,,,,,,,,0.0,0.0,1.0,,,y
z2688/tile_y1344_x0.npz,void,2,2,0.0,622592,2752,1568,192,0,0,,,,,,,,0.0,0.0,1.0,,,x
z2912/tile_y2240_x448.npz,void,2,2,0.0,744960,3008,2464,672,131072,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z2912/tile_y896_x1344.npz,void,2,1,0.0,557056,3008,1088,1568,0,0,,,,,,,,0.0,0.0,1.0,,,y
z3136/tile_y2688_x1344.npz,void,2,2,0.0,1513412,3232,2880,1568,250197,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z3360/tile_y896_x1344.npz,void,2,1,0.001737,556608,3456,1088,1568,150531,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z3584/tile_y2240_x448.npz,void,3,2,0.0,1596716,3648,2464,672,259596,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z3584/tile_y2688_x1792.npz,void,3,1,0.059934,316682,3648,2880,1984,864,60,,48.27430555555556,39.019581824020754,,,,,17.352667636252296,28.9583364720292,0.722198486328125,0.5277777777777778,0.6423611111111112,y
z4032/tile_y1344_x448.npz,void,3,2,0.0,1425408,4128,1568,672,262144,0,,0.0,0.0,,,,,,,1.0,0.0,0.0,x
z4032/tile_y896_x1344.npz,void,3,1,0.0,1098404,4128,1088,1568,233856,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z4256/tile_y1792_x3136.npz,void,3,2,0.010841,647172,4352,1984,3360,28672,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z4256/tile_y896_x896.npz,void,3,1,0.0,786432,4352,1088,1088,0,0,,,,,,,,0.0,0.0,1.0,,,y
z448/tile_y1792_x448.npz,void,0,2,0.003416,575509,544,1984,672,107520,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z448/tile_y1792_x896.npz,void,0,1,0.0,606686,544,1984,1088,111192,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z4480/tile_y1792_x3136.npz,void,3,2,0.0,922088,4544,1984,3360,70784,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z4704/tile_y2240_x2688.npz,void,4,2,0.0,1204628,4800,2464,2880,199680,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z4928/tile_y2240_x896.npz,void,4,1,0.0,324857,5024,2464,1088,6624,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z5152/tile_y1344_x2688.npz,void,4,2,0.0,959681,5248,1568,2880,7440,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z5600/tile_y1344_x2688.npz,void,4,2,0.0,524288,5696,1568,2880,0,0,,,,,,,,0.0,0.0,1.0,,,x
z5824/tile_y1792_x448.npz,void,5,2,0.0,934185,5920,1984,672,171915,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z6048/tile_y1344_x2240.npz,void,5,1,0.0,1412003,6144,1568,2464,190476,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z6272/tile_y1792_x448.npz,void,5,2,0.0,1192745,6336,1984,672,131072,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z672/tile_y1344_x1344.npz,void,0,0,0.0,1473911,768,1568,1568,262144,0,,0.0,0.0,,,,,,,1.0,0.0,0.0,y
z6720/tile_y1344_x2688.npz,void,5,2,0.0,524288,6816,1568,2880,0,0,,,,,,,,0.0,0.0,1.0,,,x
z6944/tile_y2240_x2688.npz,void,6,2,3.9e-05,437012,7040,2464,2880,837,0,,4.014336917562724,20.62829794658844,,,,,0.022131056573302665,1.5134414754948224,0.9996337890625,0.021505376344086023,0.03225806451612903,x
z7392/tile_y1792_x448.npz,void,6,2,0.011726,199985,7488,1984,672,23040,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z7616/tile_y2240_x1344.npz,void,6,1,0.0,463904,7712,2464,1568,34560,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z7840/tile_y1792_x3136.npz,void,6,2,0.009362,596052,7936,1984,3360,24192,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z8064/tile_y1792_x3136.npz,void,7,2,0.0,818920,8128,1984,3360,24192,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z8064/tile_y2240_x2240.npz,void,7,1,0.0,1048576,8128,2464,2464,131072,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z8512/tile_y1344_x448.npz,void,7,2,0.0,1176039,8608,1568,672,207220,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z8512/tile_y896_x1344.npz,void,7,1,0.0,1048576,8608,1088,1568,0,0,,,,,,,,0.0,0.0,1.0,,,y
z8736/tile_y2240_x0.npz,void,7,2,0.0,327680,8832,2464,192,0,0,,,,,,,,0.0,0.0,1.0,,,x
z896/tile_y896_x448.npz,void,0,2,0.0,1749577,960,1088,672,262144,0,,0.0,0.0,,,,,,,1.0,0.0,0.0,x
z8960/tile_y2240_x1344.npz,void,7,1,0.0,1561380,9024,2464,1568,258710,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z9184/tile_y2240_x896.npz,void,8,1,0.0,1064881,9280,2464,1088,170122,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,x
z9408/tile_y1344_x0.npz,void,8,2,0.0,914217,9504,1568,192,0,0,,,,,,,,0.0,0.0,1.0,,,x
z9632/tile_y2240_x0.npz,void,8,2,0.0,262144,9728,2464,192,0,0,,,,,,,,0.0,0.0,1.0,,,x
z9856/tile_y896_x1792.npz,void,8,1,0.013575,508600,9920,1088,1984,192509,0,,0.0,0.0,,,,,0.0,0.0,1.0,0.0,0.0,y
z9856/tile_y896_x2688.npz,void,8,2,0.0,393216,9920,1088,2880,0,0,,,,,,,,0.0,0.0,1.0,,,x
